Country,DateRep,ConfirmedCases,Deaths,Recovered,Capital,Continent
Croatia,2020-03-07,12,0,0,Zagreb,Europe
Czech Republic,2020-03-07,19,0,0,Prague,Europe
Denmark,2020-03-07,23,0,1,Copenagen,Europe
Dominican Republic,2020-03-07,2,0,0,Santo Domingo,America
Ecuador,2020-03-07,13,0,0,Quito,America
Egypt,2020-03-07,15,0,1,Cairo,Africa
Estonia,2020-03-07,10,0,0,Tallinn,Europe
Finland,2020-03-07,15,0,1,Helsinki,Europe
France,2020-03-07,949,11,12,Paris,Europe
Georgia,2020-03-07,4,0,0,Tbilisi,Asia
Germany,2020-03-07,799,0,18,Berlin,Europe
Greece,2020-03-07,46,0,0,Athens,Europe
Hungary,2020-03-07,4,0,0,Budapest,Europe
Iceland,2020-03-07,50,0,0,Reykjaík,Europe
India,2020-03-07,34,0,3,New Delhi,Asia
Indonesia,2020-03-07,4,0,0,Jakarta,Asia
Iran,2020-03-07,5823,145,1669,Tehran,Asia
Iraq,2020-03-07,54,4,0,Baghdad,Asia
Ireland,2020-03-07,18,0,0,Dublin,Europe
Israel,2020-03-07,21,0,2,Jerusalem,Asia
Italy,2020-03-07,5883,233,589,Italian,Europe
Japan,2020-03-07,461,6,76,Tokyo,Asia
Jordan,2020-03-07,1,0,0,Amman,Asia
Kuwait,2020-03-07,61,0,0,Kuwait City,Asia
Latvia,2020-03-07,1,0,0,Riga,Europe
Lebanon,2020-03-07,22,0,1,Beirut,Asia
Liechtenstein,2020-03-07,1,0,0,Vaduz,Europe
Lithuania,2020-03-07,1,0,0,Vilnius,Europe
Luxembourg,2020-03-07,2,0,0,Luxembourg,Europe
China,2020-03-07,80652,3070,55478,Beijing,Asia
Malaysia,2020-03-07,93,0,23,Kuala Lumpur,Asia
Malta,2020-03-07,3,0,0,Valletta,Europe
Mexico,2020-03-07,6,0,1,Mexico City,America
Monaco,2020-03-07,1,0,0,Monaco,Europe
Morocco,2020-03-07,2,0,0,Rabat,Africa
Nepal,2020-03-07,1,0,1,Kathmandu,Asia
Netherlands,2020-03-07,188,1,0,Amsterdam,Europe
New Zealand,2020-03-07,5,0,0,Wellington,Oceania
Nigeria,2020-03-07,1,0,0,Abuja,Africa
North Macedonia,2020-03-07,3,0,0,Skopje,Europe
Norway,2020-03-07,147,0,0,Oslo,Europe
Oman,2020-03-07,16,0,2,Muscat,Asia
Pakistan,2020-03-07,6,0,0,Islamabad,Asia
Palestine,2020-03-07,22,0,0,East Jerusalem,Asia
Peru,2020-03-07,1,0,0,Lima,America
Philippines,2020-03-07,6,1,1,Manila,Asia
Poland,2020-03-07,5,0,0,Warsaw,Europe
Portugal,2020-03-07,20,0,0,Lisbon,Europe
Qatar,2020-03-07,8,0,0,Doha,Asia
Romania,2020-03-07,9,0,3,Bucharest,Europe
Russia,2020-03-07,13,0,2,Moscow,Europe
San Marino,2020-03-07,23,1,0,San Marino,Europe
Saudi Arabia,2020-03-07,5,0,0,Riyadh,Asia
Senegal,2020-03-07,4,0,0,Dakar,Africa
Serbia,2020-03-07,1,0,0,Belgrade,Europe
Singapore,2020-03-07,138,0,78,Singapore,Asia
Slovakia,2020-03-07,1,0,0,Bratislava,Europe
Slovenia,2020-03-07,7,0,0,Ljubljana,Europe
South Africa,2020-03-07,1,0,0,Pretoria,Africa
South Korea,2020-03-07,7041,44,135,Seoul,Asia
Spain,2020-03-07,500,10,30,Madrid,Europe
Sri Lanka,2020-03-07,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-03-07,161,0,0,Stockholm,Europe
Switzerland,2020-03-07,268,1,3,Bern,Europe
Taiwan,2020-03-07,45,1,12,Taipei,Asia
Thailand,2020-03-07,50,1,31,Bangkok,Asia
Togo,2020-03-07,1,0,0,Lomé,Africa
Tunisia,2020-03-07,1,0,0,Tunis,Africa
United Kingdom,2020-03-07,206,2,18,London,Europe
Ukraine,2020-03-07,1,0,0,Kiev,Europe
United Arab Emirates,2020-03-07,45,0,7,Abu Dhabi,Asia
Vietnam,2020-03-07,18,0,16,Hanoi,Asia
Afghanistan,2020-03-08,4,0,0,Kabul,Asia
Algeria,2020-03-08,19,0,0,Algiers,Africa
Andorra,2020-03-08,1,0,0,Andorra la Vella,Europe
Argentina,2020-03-08,12,1,0,Buenos Aires,America
Armenia,2020-03-08,1,0,0,Yerevan,Asia
Australia,2020-03-08,76,4,21,Canberra,Oceania
Austria,2020-03-08,104,0,0,Vienna,Europe
Azerbaijan,2020-03-08,9,0,0,Baku,Asia
Bahrain,2020-03-08,85,0,4,Manama,Asia
Bangladesh,2020-03-08,3,0,0,Dhaka,Asia
Belarus,2020-03-08,6,0,0,Minsk,Europe
Belgium,2020-03-08,200,0,1,Brussels,Europe
Bhutan,2020-03-08,1,0,0,Thimphu,Asia
Bosnia-Herzegovina,2020-03-08,3,0,0,Sarajevo,Europe
Brazil,2020-03-08,20,0,0,Brasilia,America
Bulgaria,2020-03-08,4,0,0,Sofia,Europe
Cambodia,2020-03-08,2,0,1,Phnom Penh,Asia
Cameroon,2020-03-08,2,0,0,Yaoundé,Africa
Canada,2020-03-08,64,0,8,Ottawa,America
Chile,2020-03-08,8,0,0,Santiago,America
Colombia,2020-03-08,1,0,0,Bogota,America
Costa Rica,2020-03-08,5,0,0,San José,America
Croatia,2020-03-08,12,0,0,Zagreb,Europe
Czech Republic,2020-03-08,31,0,0,Prague,Europe
Denmark,2020-03-08,35,0,1,Copenagen,Europe
Dominican Republic,2020-03-08,5,0,0,Santo Domingo,America
Ecuador,2020-03-08,14,0,0,Quito,America
Egypt,2020-03-08,49,1,1,Cairo,Africa
Estonia,2020-03-08,10,0,0,Tallinn,Europe
Finland,2020-03-08,23,0,1,Helsinki,Europe
France,2020-03-08,1126,19,12,Paris,Europe
Georgia,2020-03-08,13,0,0,Tbilisi,Asia
Germany,2020-03-08,1040,0,18,Berlin,Europe
Greece,2020-03-08,73,0,0,Athens,Europe
Hungary,2020-03-08,7,0,0,Budapest,Europe
Iceland,2020-03-08,50,0,0,Reykjaík,Europe
India,2020-03-08,39,0,3,New Delhi,Asia
Indonesia,2020-03-08,6,0,0,Jakarta,Asia
Iran,2020-03-08,6566,194,2134,Tehran,Asia
Iraq,2020-03-08,60,6,0,Baghdad,Asia
Ireland,2020-03-08,19,0,0,Dublin,Europe
Israel,2020-03-08,39,0,2,Jerusalem,Asia
Italy,2020-03-08,7375,366,622,Italian,Europe
Japan,2020-03-08,502,6,76,Tokyo,Asia
Jordan,2020-03-08,1,0,0,Amman,Asia
Kuwait,2020-03-08,64,0,1,Kuwait City,Asia
Latvia,2020-03-08,2,0,0,Riga,Europe
Lebanon,2020-03-08,32,0,1,Beirut,Asia
Liechtenstein,2020-03-08,1,0,0,Vaduz,Europe
Lithuania,2020-03-08,1,0,0,Vilnius,Europe
Luxembourg,2020-03-08,3,0,0,Luxembourg,Europe
China,2020-03-08,80699,3097,57320,Beijing,Asia
Malaysia,2020-03-08,99,0,24,Kuala Lumpur,Asia
Maldives,2020-03-08,4,0,0,Malé,Asia
Malta,2020-03-08,3,0,0,Valletta,Europe
Mexico,2020-03-08,7,0,1,Mexico City,America
Moldova,2020-03-08,1,0,0,Chisinau,Europe
Monaco,2020-03-08,1,0,0,Monaco,Europe
Morocco,2020-03-08,2,0,0,Rabat,Africa
Nepal,2020-03-08,1,0,1,Kathmandu,Asia
Netherlands,2020-03-08,265,3,0,Amsterdam,Europe
New Zealand,2020-03-08,5,0,0,Wellington,Oceania
Nigeria,2020-03-08,1,0,0,Abuja,Africa
North Macedonia,2020-03-08,3,0,0,Skopje,Europe
Norway,2020-03-08,176,0,0,Oslo,Europe
Oman,2020-03-08,16,0,2,Muscat,Asia
Pakistan,2020-03-08,6,0,1,Islamabad,Asia
Palestine,2020-03-08,22,0,0,East Jerusalem,Asia
Paraguay,2020-03-08,1,0,0,Asunción,America
Peru,2020-03-08,6,0,0,Lima,America
Philippines,2020-03-08,10,1,1,Manila,Asia
Poland,2020-03-08,11,0,0,Warsaw,Europe
Portugal,2020-03-08,30,0,0,Lisbon,Europe
Qatar,2020-03-08,15,0,0,Doha,Asia
Romania,2020-03-08,15,0,3,Bucharest,Europe
Russia,2020-03-08,17,0,3,Moscow,Europe
San Marino,2020-03-08,36,1,0,San Marino,Europe
Saudi Arabia,2020-03-08,11,0,0,Riyadh,Asia
Senegal,2020-03-08,4,0,1,Dakar,Africa
Serbia,2020-03-08,1,0,0,Belgrade,Europe
Singapore,2020-03-08,150,0,78,Singapore,Asia
Slovakia,2020-03-08,3,0,0,Bratislava,Europe
Slovenia,2020-03-08,16,0,0,Ljubljana,Europe
South Africa,2020-03-08,3,0,0,Pretoria,Africa
South Korea,2020-03-08,7314,50,118,Seoul,Asia
Spain,2020-03-08,673,17,30,Madrid,Europe
Sri Lanka,2020-03-08,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-03-08,203,0,0,Stockholm,Europe
Switzerland,2020-03-08,337,2,3,Bern,Europe
Taiwan,2020-03-08,45,1,13,Taipei,Asia
Thailand,2020-03-08,50,1,31,Bangkok,Asia
Togo,2020-03-08,1,0,0,Lomé,Africa
Tunisia,2020-03-08,2,0,0,Tunis,Africa
United Kingdom,2020-03-08,273,3,18,London,Europe
Ukraine,2020-03-08,1,0,0,Kiev,Europe
United Arab Emirates,2020-03-08,45,0,7,Abu Dhabi,Asia
Vietnam,2020-03-08,30,0,16,Hanoi,Asia
Afghanistan,2020-03-09,4,0,0,Kabul,Asia
Albania,2020-03-09,2,0,0,Tirana,Europe
Algeria,2020-03-09,20,0,0,Algiers,Africa
Andorra,2020-03-09,1,0,0,Andorra la Vella,Europe
Argentina,2020-03-09,12,1,0,Buenos Aires,America
Armenia,2020-03-09,1,0,0,Yerevan,Asia
Australia,2020-03-09,91,4,21,Canberra,Oceania
Austria,2020-03-09,131,0,2,Vienna,Europe
Azerbaijan,2020-03-09,9,0,0,Baku,Asia
Bahrain,2020-03-09,95,0,14,Manama,Asia
Bangladesh,2020-03-09,3,0,0,Dhaka,Asia
Belarus,2020-03-09,6,0,1,Minsk,Europe
Belgium,2020-03-09,239,0,1,Brussels,Europe
Bhutan,2020-03-09,1,0,0,Thimphu,Asia
Bosnia-Herzegovina,2020-03-09,3,0,0,Sarajevo,Europe
Brazil,2020-03-09,25,0,0,Brasilia,America
Brunei,2020-03-09,1,0,0,Bandar Seri Begawan,Asia
Bulgaria,2020-03-09,4,0,0,Sofia,Europe
Cambodia,2020-03-09,2,0,1,Phnom Penh,Asia
Cameroon,2020-03-09,2,0,0,Yaoundé,Africa
Canada,2020-03-09,76,1,8,Ottawa,America
Chile,2020-03-09,8,0,0,Santiago,America
Colombia,2020-03-09,1,0,0,Bogota,America
Costa Rica,2020-03-09,9,0,0,San José,America
Croatia,2020-03-09,12,0,0,Zagreb,Europe
Cyprus,2020-03-09,2,0,0,Nicosia,Europe
Czech Republic,2020-03-09,31,0,0,Prague,Europe
Denmark,2020-03-09,90,0,1,Copenagen,Europe
Dominican Republic,2020-03-09,5,0,0,Santo Domingo,America
Ecuador,2020-03-09,15,0,0,Quito,America
Egypt,2020-03-09,55,1,12,Cairo,Africa
Estonia,2020-03-09,10,0,0,Tallinn,Europe
Finland,2020-03-09,30,0,1,Helsinki,Europe
France,2020-03-09,1209,19,12,Paris,Europe
Georgia,2020-03-09,15,0,0,Tbilisi,Asia
Germany,2020-03-09,1176,2,18,Berlin,Europe
Greece,2020-03-09,73,0,0,Athens,Europe
Hungary,2020-03-09,9,0,0,Budapest,Europe
Iceland,2020-03-09,58,0,0,Reykjaík,Europe
India,2020-03-09,43,0,3,New Delhi,Asia
Indonesia,2020-03-09,19,0,0,Jakarta,Asia
Iran,2020-03-09,7161,237,2394,Tehran,Asia
Iraq,2020-03-09,60,6,9,Baghdad,Asia
Ireland,2020-03-09,21,0,0,Dublin,Europe
Israel,2020-03-09,39,0,2,Jerusalem,Asia
Italy,2020-03-09,9172,463,724,Italian,Europe
Japan,2020-03-09,511,17,76,Tokyo,Asia
Jordan,2020-03-09,1,0,0,Amman,Asia
Kuwait,2020-03-09,64,0,1,Kuwait City,Asia
Latvia,2020-03-09,6,0,0,Riga,Europe
Lebanon,2020-03-09,32,0,1,Beirut,Asia
Liechtenstein,2020-03-09,1,0,0,Vaduz,Europe
Lithuania,2020-03-09,1,0,0,Vilnius,Europe
Luxembourg,2020-03-09,3,0,0,Luxembourg,Europe
China,2020-03-09,80735,3120,58735,Beijing,Asia
Malaysia,2020-03-09,117,0,24,Kuala Lumpur,Asia
Maldives,2020-03-09,4,0,0,Malé,Asia
Malta,2020-03-09,3,0,0,Valletta,Europe
Mexico,2020-03-09,7,0,1,Mexico City,America
Moldova,2020-03-09,1,0,0,Chisinau,Europe
Monaco,2020-03-09,1,0,0,Monaco,Europe
Morocco,2020-03-09,2,0,0,Rabat,Africa
Nepal,2020-03-09,1,0,1,Kathmandu,Asia
Netherlands,2020-03-09,321,3,0,Amsterdam,Europe
New Zealand,2020-03-09,5,0,0,Wellington,Oceania
Nigeria,2020-03-09,2,0,0,Abuja,Africa
North Macedonia,2020-03-09,3,0,0,Skopje,Europe
Norway,2020-03-09,205,0,1,Oslo,Europe
Oman,2020-03-09,16,0,2,Muscat,Asia
Pakistan,2020-03-09,6,0,1,Islamabad,Asia
Palestine,2020-03-09,22,0,0,East Jerusalem,Asia
Paraguay,2020-03-09,1,0,0,Asunción,America
Peru,2020-03-09,7,0,0,Lima,America
Philippines,2020-03-09,20,1,1,Manila,Asia
Poland,2020-03-09,16,0,0,Warsaw,Europe
Portugal,2020-03-09,30,0,0,Lisbon,Europe
Qatar,2020-03-09,18,0,0,Doha,Asia
Romania,2020-03-09,15,0,3,Bucharest,Europe
Russia,2020-03-09,17,0,3,Moscow,Europe
San Marino,2020-03-09,36,1,0,San Marino,Europe
Saudi Arabia,2020-03-09,15,0,0,Riyadh,Asia
Senegal,2020-03-09,4,0,1,Dakar,Africa
Serbia,2020-03-09,1,0,0,Belgrade,Europe
Singapore,2020-03-09,150,0,78,Singapore,Asia
Slovakia,2020-03-09,3,0,0,Bratislava,Europe
Slovenia,2020-03-09,16,0,0,Ljubljana,Europe
South Africa,2020-03-09,3,0,0,Pretoria,Africa
South Korea,2020-03-09,7478,53,118,Seoul,Asia
Spain,2020-03-09,1073,28,32,Madrid,Europe
Sri Lanka,2020-03-09,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-03-09,248,0,1,Stockholm,Europe
Switzerland,2020-03-09,374,2,3,Bern,Europe
Taiwan,2020-03-09,45,1,15,Taipei,Asia
Thailand,2020-03-09,50,1,31,Bangkok,Asia
Togo,2020-03-09,1,0,0,Lomé,Africa
Tunisia,2020-03-09,2,0,0,Tunis,Africa
United Kingdom,2020-03-09,321,4,18,London,Europe
Ukraine,2020-03-09,1,0,0,Kiev,Europe
United Arab Emirates,2020-03-09,45,0,7,Abu Dhabi,Asia
Vietnam,2020-03-09,30,0,16,Hanoi,Asia
Afghanistan,2020-03-10,5,0,0,Kabul,Asia
Albania,2020-03-10,10,0,0,Tirana,Europe
Algeria,2020-03-10,20,0,0,Algiers,Africa
Andorra,2020-03-10,1,0,0,Andorra la Vella,Europe
Argentina,2020-03-10,17,1,0,Buenos Aires,America
Armenia,2020-03-10,1,0,0,Yerevan,Asia
Australia,2020-03-10,107,3,21,Canberra,Oceania
Austria,2020-03-10,182,0,4,Vienna,Europe
Azerbaijan,2020-03-10,11,0,0,Baku,Asia
Bahrain,2020-03-10,110,0,22,Manama,Asia
Bangladesh,2020-03-10,3,0,0,Dhaka,Asia
Belarus,2020-03-10,9,0,3,Minsk,Europe
Belgium,2020-03-10,267,0,1,Brussels,Europe
Bhutan,2020-03-10,1,0,0,Thimphu,Asia
Bosnia-Herzegovina,2020-03-10,5,0,0,Sarajevo,Europe
Brazil,2020-03-10,31,0,0,Brasilia,America
Brunei,2020-03-10,1,0,0,Bandar Seri Begawan,Asia
Bulgaria,2020-03-10,4,0,0,Sofia,Europe
Burkina Faso,2020-03-10,1,0,0,Ouagadougou,Africa
Cambodia,2020-03-10,2,0,1,Phnom Penh,Asia
Cameroon,2020-03-10,2,0,0,Yaoundé,Africa
Canada,2020-03-10,79,1,8,Ottawa,America
Chile,2020-03-10,13,0,0,Santiago,America
Colombia,2020-03-10,3,0,0,Bogota,America
Costa Rica,2020-03-10,9,0,0,San José,America
Croatia,2020-03-10,14,0,0,Zagreb,Europe
Cyprus,2020-03-10,3,0,0,Nicosia,Europe
Czech Republic,2020-03-10,41,0,0,Prague,Europe
Denmark,2020-03-10,262,0,1,Copenagen,Europe
Dominican Republic,2020-03-10,5,0,0,Santo Domingo,America
Ecuador,2020-03-10,15,0,0,Quito,America
Egypt,2020-03-10,59,1,1,Cairo,Africa
Estonia,2020-03-10,12,0,0,Tallinn,Europe
Finland,2020-03-10,40,0,1,Helsinki,Europe
France,2020-03-10,1784,33,12,Paris,Europe
Georgia,2020-03-10,15,0,0,Tbilisi,Asia
Germany,2020-03-10,1457,2,18,Berlin,Europe
Greece,2020-03-10,89,0,0,Athens,Europe
Holy See,2020-03-10,1,0,0,Vatican City,Europe
Hungary,2020-03-10,9,0,0,Budapest,Europe
Iceland,2020-03-10,69,0,1,Reykjaík,Europe
India,2020-03-10,56,0,4,New Delhi,Asia
Indonesia,2020-03-10,27,0,2,Jakarta,Asia
Iran,2020-03-10,8042,291,2731,Tehran,Asia
Iraq,2020-03-10,71,7,3,Baghdad,Asia
Ireland,2020-03-10,34,0,0,Dublin,Europe
Israel,2020-03-10,58,0,4,Jerusalem,Asia
Italy,2020-03-10,10149,631,724,Italian,Europe
Japan,2020-03-10,581,10,101,Tokyo,Asia
Jordan,2020-03-10,1,0,0,Amman,Asia
Kuwait,2020-03-10,69,0,1,Kuwait City,Asia
Latvia,2020-03-10,8,0,1,Riga,Europe
Lebanon,2020-03-10,41,1,1,Beirut,Asia
Liechtenstein,2020-03-10,1,0,0,Vaduz,Europe
Lithuania,2020-03-10,1,0,0,Vilnius,Europe
Luxembourg,2020-03-10,5,0,0,Luxembourg,Europe
China,2020-03-10,80757,3136,60106,Beijing,Asia
Malaysia,2020-03-10,129,0,24,Kuala Lumpur,Asia
Maldives,2020-03-10,6,0,0,Malé,Asia
Malta,2020-03-10,5,0,0,Valletta,Europe
Mexico,2020-03-10,7,0,4,Mexico City,America
Monaco,2020-03-10,1,0,0,Monaco,Europe
Mongolia,2020-03-10,1,0,0,Ulaanbaatar,Asia
Morocco,2020-03-10,3,1,0,Rabat,Africa
Nepal,2020-03-10,1,0,1,Kathmandu,Asia
Netherlands,2020-03-10,382,4,0,Amsterdam,Europe
New Zealand,2020-03-10,5,0,0,Wellington,Oceania
Nigeria,2020-03-10,2,0,0,Abuja,Africa
North Macedonia,2020-03-10,7,0,0,Skopje,Europe
Norway,2020-03-10,400,0,1,Oslo,Europe
Oman,2020-03-10,18,0,9,Muscat,Asia
Pakistan,2020-03-10,16,0,1,Islamabad,Asia
Panama,2020-03-10,1,0,0,Panama City,America
Paraguay,2020-03-10,1,0,0,Asunción,America
Peru,2020-03-10,11,0,0,Lima,America
Philippines,2020-03-10,33,1,2,Manila,Asia
Poland,2020-03-10,22,0,0,Warsaw,Europe
Portugal,2020-03-10,41,0,0,Lisbon,Europe
Qatar,2020-03-10,24,0,0,Doha,Asia
Romania,2020-03-10,25,0,3,Bucharest,Europe
Russia,2020-03-10,10,0,3,Moscow,Europe
San Marino,2020-03-10,51,2,0,San Marino,Europe
Saudi Arabia,2020-03-10,20,0,1,Riyadh,Asia
Senegal,2020-03-10,4,0,1,Dakar,Africa
Serbia,2020-03-10,5,0,0,Belgrade,Europe
Singapore,2020-03-10,160,0,78,Singapore,Asia
Slovakia,2020-03-10,7,0,0,Bratislava,Europe
Slovenia,2020-03-10,31,0,0,Ljubljana,Europe
South Africa,2020-03-10,7,0,0,Pretoria,Africa
Spain,2020-03-10,1695,35,32,Madrid,Europe
Sri Lanka,2020-03-10,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-03-10,355,0,1,Stockholm,Europe
Switzerland,2020-03-10,491,3,3,Bern,Europe
Thailand,2020-03-10,53,1,33,Bangkok,Asia
Togo,2020-03-10,1,0,0,Lomé,Africa
Tunisia,2020-03-10,5,0,0,Tunis,Africa
United Kingdom,2020-03-10,382,6,18,London,Europe
Ukraine,2020-03-10,1,0,0,Kiev,Europe
United Arab Emirates,2020-03-10,74,0,12,Abu Dhabi,Asia
Vietnam,2020-03-10,31,0,16,Hanoi,Asia
Afghanistan,2020-03-11,7,0,0,Kabul,Asia
Albania,2020-03-11,12,1,0,Tirana,Europe
Algeria,2020-03-11,20,0,0,Algiers,Africa
Andorra,2020-03-11,1,0,0,Andorra la Vella,Europe
Argentina,2020-03-11,19,1,0,Buenos Aires,America
Armenia,2020-03-11,1,0,0,Yerevan,Asia
Australia,2020-03-11,128,3,21,Canberra,Oceania
Austria,2020-03-11,246,0,4,Vienna,Europe
Azerbaijan,2020-03-11,11,0,3,Baku,Asia
Bahrain,2020-03-11,195,0,35,Manama,Asia
Bangladesh,2020-03-11,3,0,0,Dhaka,Asia
Belarus,2020-03-11,9,0,3,Minsk,Europe
Belgium,2020-03-11,314,3,1,Brussels,Europe
Bhutan,2020-03-11,1,0,0,Thimphu,Asia
Bolivia,2020-03-11,2,0,0,Sucre,America
Bosnia-Herzegovina,2020-03-11,7,0,0,Sarajevo,Europe
Brazil,2020-03-11,38,0,0,Brasilia,America
Brunei,2020-03-11,11,0,0,Bandar Seri Begawan,Asia
Bulgaria,2020-03-11,7,1,0,Sofia,Europe
Burkina Faso,2020-03-11,2,0,0,Ouagadougou,Africa
Cambodia,2020-03-11,3,0,1,Phnom Penh,Asia
Cameroon,2020-03-11,2,0,0,Yaoundé,Africa
Canada,2020-03-11,108,1,8,Ottawa,America
Chile,2020-03-11,23,0,0,Santiago,America
China,2020-03-11,80921,3161,61644,Beijing,Asia
Colombia,2020-03-11,9,0,0,Bogota,America
Costa Rica,2020-03-11,13,0,0,San José,America
Ivory Coast,2020-03-11,1,0,0,Yamoussoukro,Africa
Croatia,2020-03-11,19,0,0,Zagreb,Europe
Cyprus,2020-03-11,6,0,0,Nicosia,Europe
Denmark,2020-03-11,444,0,1,Copenagen,Europe
Dominican Republic,2020-03-11,5,0,0,Santo Domingo,America
Ecuador,2020-03-11,17,0,0,Quito,America
Egypt,2020-03-11,60,1,27,Cairo,Africa
Estonia,2020-03-11,16,0,0,Tallinn,Europe
Finland,2020-03-11,59,0,1,Helsinki,Europe
France,2020-03-11,2284,48,12,Paris,Europe
Georgia,2020-03-11,24,0,0,Tbilisi,Asia
Germany,2020-03-11,1908,3,25,Berlin,Europe
Greece,2020-03-11,99,1,0,Athens,Europe
Holy See,2020-03-11,1,0,0,Vatican City,Europe
Honduras,2020-03-11,2,0,0,Tegucigalpa,America
Hungary,2020-03-11,13,0,0,Budapest,Europe
Iceland,2020-03-11,85,0,1,Reykjaík,Europe
India,2020-03-11,62,1,4,New Delhi,Asia
Indonesia,2020-03-11,34,1,2,Jakarta,Asia
Iran,2020-03-11,9000,354,2959,Tehran,Asia
Iraq,2020-03-11,71,7,15,Baghdad,Asia
Ireland,2020-03-11,43,1,0,Dublin,Europe
Israel,2020-03-11,109,0,4,Jerusalem,Asia
Italy,2020-03-11,12462,827,1045,Italian,Europe
Jamaica,2020-03-11,1,0,0,Kingston,America
Japan,2020-03-11,639,15,118,Tokyo,Asia
Jordan,2020-03-11,1,0,0,Amman,Asia
Kuwait,2020-03-11,72,0,2,Kuwait City,Asia
Latvia,2020-03-11,10,0,1,Riga,Europe
Lebanon,2020-03-11,61,3,1,Beirut,Asia
Liechtenstein,2020-03-11,1,0,0,Vaduz,Europe
Lithuania,2020-03-11,3,0,0,Vilnius,Europe
Luxembourg,2020-03-11,7,0,0,Luxembourg,Europe
China,2020-03-11,80921,3161,61644,Beijing,Asia
Malaysia,2020-03-11,149,0,26,Kuala Lumpur,Asia
Maldives,2020-03-11,8,0,0,Malé,Asia
Malta,2020-03-11,6,0,0,Valletta,Europe
Mexico,2020-03-11,8,0,4,Mexico City,America
Moldova,2020-03-11,3,0,0,Chisinau,Europe
Monaco,2020-03-11,1,0,0,Monaco,Europe
Mongolia,2020-03-11,1,0,0,Ulaanbaatar,Asia
Morocco,2020-03-11,5,1,0,Rabat,Africa
Nepal,2020-03-11,1,0,1,Kathmandu,Asia
Netherlands,2020-03-11,503,5,0,Amsterdam,Europe
New Zealand,2020-03-11,5,0,0,Wellington,Oceania
Nigeria,2020-03-11,2,0,0,Abuja,Africa
North Macedonia,2020-03-11,7,0,0,Skopje,Europe
Norway,2020-03-11,598,0,1,Oslo,Europe
Oman,2020-03-11,18,0,9,Muscat,Asia
Pakistan,2020-03-11,19,0,2,Islamabad,Asia
Panama,2020-03-11,8,1,0,Panama City,America
Paraguay,2020-03-11,5,0,0,Asunción,America
Peru,2020-03-11,11,0,0,Lima,America
Philippines,2020-03-11,49,1,2,Manila,Asia
Poland,2020-03-11,31,0,0,Warsaw,Europe
Portugal,2020-03-11,59,0,0,Lisbon,Europe
Qatar,2020-03-11,262,0,0,Doha,Asia
Romania,2020-03-11,45,0,6,Bucharest,Europe
Russia,2020-03-11,20,0,3,Moscow,Europe
San Marino,2020-03-11,62,2,0,San Marino,Europe
Saudi Arabia,2020-03-11,21,0,1,Riyadh,Asia
Senegal,2020-03-11,4,0,1,Dakar,Africa
Serbia,2020-03-11,12,0,0,Belgrade,Europe
Singapore,2020-03-11,178,0,96,Singapore,Asia
Slovakia,2020-03-11,10,0,0,Bratislava,Europe
Slovenia,2020-03-11,57,0,0,Ljubljana,Europe
South Africa,2020-03-11,13,0,0,Pretoria,Africa
Spain,2020-03-11,2277,54,183,Madrid,Europe
Sri Lanka,2020-03-11,2,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-03-11,500,1,1,Stockholm,Europe
Switzerland,2020-03-11,652,4,4,Bern,Europe
Thailand,2020-03-11,59,1,34,Bangkok,Asia
Togo,2020-03-11,1,0,0,Lomé,Africa
Tunisia,2020-03-11,7,0,0,Tunis,Africa
Turkey,2020-03-11,1,0,0,Ankara,Asia
Ukraine,2020-03-11,1,0,0,Kiev,Europe
United Arab Emirates,2020-03-11,74,0,17,Abu Dhabi,Asia
United Kingdom,2020-03-11,459,8,19,London,Europe
Vietnam,2020-03-11,38,0,16,Hanoi,Asia
Afghanistan,2020-03-12,7,0,0,Kabul,Asia
Albania,2020-03-12,23,1,0,Tirana,Europe
Algeria,2020-03-12,24,1,8,Algiers,Africa
Andorra,2020-03-12,1,0,1,Andorra la Vella,Europe
Argentina,2020-03-12,19,1,0,Buenos Aires,America
Armenia,2020-03-12,4,0,0,Yerevan,Asia
Australia,2020-03-12,128,3,21,Canberra,Oceania
Austria,2020-03-12,302,1,4,Vienna,Europe
Azerbaijan,2020-03-12,11,0,3,Baku,Asia
Bahrain,2020-03-12,195,0,35,Manama,Asia
Bangladesh,2020-03-12,3,0,0,Dhaka,Asia
Belarus,2020-03-12,12,0,3,Minsk,Europe
Belgium,2020-03-12,314,3,1,Brussels,Europe
Bhutan,2020-03-12,1,0,0,Thimphu,Asia
Bolivia,2020-03-12,2,0,0,Sucre,America
Bosnia-Herzegovina,2020-03-12,11,0,0,Sarajevo,Europe
Brazil,2020-03-12,52,0,0,Brasilia,America
Brunei,2020-03-12,11,0,0,Bandar Seri Begawan,Asia
Bulgaria,2020-03-12,7,1,0,Sofia,Europe
Burkina Faso,2020-03-12,2,0,0,Ouagadougou,Africa
Cambodia,2020-03-12,3,0,1,Phnom Penh,Asia
Cameroon,2020-03-12,2,0,0,Yaoundé,Africa
Canada,2020-03-12,117,1,8,Ottawa,America
