Country,DateRep,ConfirmedCases,Deaths,Recovered,Capital,Continent
Japan,2020-02-15,43,1,12,Tokyo,Asia
China,2020-02-15,68347,1662,9294,Beijing,Asia
Malaysia,2020-02-15,22,0,7,Kuala Lumpur,Asia
Nepal,2020-02-15,1,0,1,Kathmandu,Asia
Philippines,2020-02-15,3,1,1,Manila,Asia
Russia,2020-02-15,2,0,2,Moscow,Europe
Singapore,2020-02-15,72,0,18,Singapore,Asia
South Korea,2020-02-15,28,0,9,Seoul,Asia
Spain,2020-02-15,2,0,2,Madrid,Europe
Sri Lanka,2020-02-15,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-02-15,1,0,0,Stockholm,Europe
Taiwan,2020-02-15,18,0,2,Taipei,Asia
Thailand,2020-02-15,33,0,12,Bangkok,Asia
United Kingdom,2020-02-15,9,0,1,London,Europe
United Arab Emirates,2020-02-15,8,0,3,Abu Dhabi,Asia
Vietnam,2020-02-15,16,0,7,Hanoi,Asia
Australia,2020-02-16,15,0,8,Canberra,Oceania
Belgium,2020-02-16,1,0,0,Brussels,Europe
Cambodia,2020-02-16,1,0,1,Phnom Penh,Asia
Canada,2020-02-16,7,0,1,Ottawa,America
Egypt,2020-02-16,1,0,0,Cairo,Africa
Finland,2020-02-16,1,0,1,Helsinki,Europe
France,2020-02-16,12,1,4,Paris,Europe
Germany,2020-02-16,16,0,1,Berlin,Europe
India,2020-02-16,3,0,3,New Delhi,Asia
Italy,2020-02-16,3,0,0,Italian,Europe
Japan,2020-02-16,59,1,12,Tokyo,Asia
China,2020-02-16,70446,1765,10748,Beijing,Asia
Malaysia,2020-02-16,22,0,7,Kuala Lumpur,Asia
Nepal,2020-02-16,1,0,1,Kathmandu,Asia
Philippines,2020-02-16,3,1,1,Manila,Asia
Russia,2020-02-16,2,0,2,Moscow,Europe
Singapore,2020-02-16,75,0,18,Singapore,Asia
South Korea,2020-02-16,29,0,9,Seoul,Asia
Spain,2020-02-16,2,0,2,Madrid,Europe
Sri Lanka,2020-02-16,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-02-16,1,0,0,Stockholm,Europe
Taiwan,2020-02-16,20,1,2,Taipei,Asia
Thailand,2020-02-16,34,0,14,Bangkok,Asia
United Kingdom,2020-02-16,9,0,8,London,Europe
United Arab Emirates,2020-02-16,9,0,4,Abu Dhabi,Asia
Vietnam,2020-02-16,16,0,7,Hanoi,Asia
Australia,2020-02-17,15,0,10,Canberra,Oceania
Belgium,2020-02-17,1,0,1,Brussels,Europe
Cambodia,2020-02-17,1,0,1,Phnom Penh,Asia
Canada,2020-02-17,8,0,1,Ottawa,America
Egypt,2020-02-17,1,0,0,Cairo,Africa
Finland,2020-02-17,1,0,1,Helsinki,Europe
France,2020-02-17,12,1,4,Paris,Europe
Germany,2020-02-17,16,0,1,Berlin,Europe
India,2020-02-17,3,0,3,New Delhi,Asia
Italy,2020-02-17,3,0,0,Italian,Europe
Japan,2020-02-17,66,1,12,Tokyo,Asia
China,2020-02-17,72364,1863,12455,Beijing,Asia
Malaysia,2020-02-17,22,0,7,Kuala Lumpur,Asia
Nepal,2020-02-17,1,0,1,Kathmandu,Asia
Philippines,2020-02-17,3,1,1,Manila,Asia
Russia,2020-02-17,2,0,2,Moscow,Europe
Singapore,2020-02-17,77,0,24,Singapore,Asia
South Korea,2020-02-17,30,0,10,Seoul,Asia
Spain,2020-02-17,2,0,2,Madrid,Europe
Sri Lanka,2020-02-17,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-02-17,1,0,0,Stockholm,Europe
Taiwan,2020-02-17,22,1,2,Taipei,Asia
Thailand,2020-02-17,35,0,15,Bangkok,Asia
United Kingdom,2020-02-17,9,0,8,London,Europe
United Arab Emirates,2020-02-17,9,0,4,Abu Dhabi,Asia
Vietnam,2020-02-17,16,0,7,Hanoi,Asia
Australia,2020-02-18,15,0,10,Canberra,Oceania
Belgium,2020-02-18,1,0,1,Brussels,Europe
Cambodia,2020-02-18,1,0,1,Phnom Penh,Asia
Canada,2020-02-18,8,0,1,Ottawa,America
Egypt,2020-02-18,1,0,0,Cairo,Africa
Finland,2020-02-18,1,0,1,Helsinki,Europe
France,2020-02-18,12,1,4,Paris,Europe
Germany,2020-02-18,16,0,12,Berlin,Europe
India,2020-02-18,3,0,3,New Delhi,Asia
Italy,2020-02-18,3,0,0,Italian,Europe
Japan,2020-02-18,74,1,13,Tokyo,Asia
China,2020-02-18,74139,2002,14199,Beijing,Asia
Malaysia,2020-02-18,22,0,13,Kuala Lumpur,Asia
Nepal,2020-02-18,1,0,1,Kathmandu,Asia
Philippines,2020-02-18,3,1,1,Manila,Asia
Russia,2020-02-18,2,0,2,Moscow,Europe
Singapore,2020-02-18,81,0,29,Singapore,Asia
South Korea,2020-02-18,31,0,12,Seoul,Asia
Spain,2020-02-18,2,0,2,Madrid,Europe
Sri Lanka,2020-02-18,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-02-18,1,0,0,Stockholm,Europe
Taiwan,2020-02-18,22,1,2,Taipei,Asia
Thailand,2020-02-18,35,0,15,Bangkok,Asia
United Kingdom,2020-02-18,9,0,8,London,Europe
United Arab Emirates,2020-02-18,9,0,4,Abu Dhabi,Asia
Vietnam,2020-02-18,16,0,7,Hanoi,Asia
Australia,2020-02-19,15,0,10,Canberra,Oceania
Belgium,2020-02-19,1,0,1,Brussels,Europe
Cambodia,2020-02-19,1,0,1,Phnom Penh,Asia
Canada,2020-02-19,8,0,1,Ottawa,America
Egypt,2020-02-19,1,0,0,Cairo,Africa
Finland,2020-02-19,1,0,1,Helsinki,Europe
France,2020-02-19,12,1,4,Paris,Europe
Germany,2020-02-19,16,0,12,Berlin,Europe
India,2020-02-19,3,0,3,New Delhi,Asia
Iran,2020-02-19,2,2,0,Tehran,Asia
Italy,2020-02-19,3,0,0,Italian,Europe
Japan,2020-02-19,84,1,18,Tokyo,Asia
China,2020-02-19,74546,2114,15952,Beijing,Asia
Malaysia,2020-02-19,22,0,15,Kuala Lumpur,Asia
Nepal,2020-02-19,1,0,1,Kathmandu,Asia
Philippines,2020-02-19,3,1,1,Manila,Asia
Russia,2020-02-19,2,0,2,Moscow,Europe
Singapore,2020-02-19,84,0,34,Singapore,Asia
South Korea,2020-02-19,31,0,12,Seoul,Asia
Spain,2020-02-19,2,0,2,Madrid,Europe
Sri Lanka,2020-02-19,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-02-19,1,0,0,Stockholm,Europe
Taiwan,2020-02-19,23,1,2,Taipei,Asia
Thailand,2020-02-19,35,0,15,Bangkok,Asia
United Kingdom,2020-02-19,9,0,8,London,Europe
United Arab Emirates,2020-02-19,9,0,4,Abu Dhabi,Asia
Vietnam,2020-02-19,16,0,7,Hanoi,Asia
Australia,2020-02-20,15,0,10,Canberra,Oceania
Belgium,2020-02-20,1,0,1,Brussels,Europe
Cambodia,2020-02-20,1,0,1,Phnom Penh,Asia
Canada,2020-02-20,8,0,1,Ottawa,America
Egypt,2020-02-20,1,0,0,Cairo,Africa
Finland,2020-02-20,1,0,1,Helsinki,Europe
France,2020-02-20,12,1,4,Paris,Europe
Germany,2020-02-20,16,0,12,Berlin,Europe
India,2020-02-20,3,0,3,New Delhi,Asia
Iran,2020-02-20,5,2,0,Tehran,Asia
Italy,2020-02-20,3,0,0,Italian,Europe
Japan,2020-02-20,94,1,18,Tokyo,Asia
China,2020-02-20,74999,2236,18002,Beijing,Asia
Malaysia,2020-02-20,22,0,15,Kuala Lumpur,Asia
Nepal,2020-02-20,1,0,1,Kathmandu,Asia
Philippines,2020-02-20,3,1,1,Manila,Asia
Russia,2020-02-20,2,0,2,Moscow,Europe
Singapore,2020-02-20,84,0,34,Singapore,Asia
South Korea,2020-02-20,104,1,16,Seoul,Asia
Spain,2020-02-20,2,0,2,Madrid,Europe
Sri Lanka,2020-02-20,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-02-20,1,0,0,Stockholm,Europe
Taiwan,2020-02-20,24,1,2,Taipei,Asia
Thailand,2020-02-20,35,0,15,Bangkok,Asia
United Kingdom,2020-02-20,9,0,8,London,Europe
United Arab Emirates,2020-02-20,9,0,4,Abu Dhabi,Asia
Vietnam,2020-02-20,16,0,7,Hanoi,Asia
Australia,2020-02-21,19,0,11,Canberra,Oceania
Belgium,2020-02-21,1,0,1,Brussels,Europe
Cambodia,2020-02-21,1,0,1,Phnom Penh,Asia
Canada,2020-02-21,9,0,3,Ottawa,America
Egypt,2020-02-21,1,0,0,Cairo,Africa
Finland,2020-02-21,1,0,1,Helsinki,Europe
France,2020-02-21,12,1,4,Paris,Europe
Germany,2020-02-21,16,0,14,Berlin,Europe
India,2020-02-21,3,0,3,New Delhi,Asia
Iran,2020-02-21,18,4,0,Tehran,Asia
Israel,2020-02-21,1,0,0,Jerusalem,Asia
Italy,2020-02-21,20,1,0,Italian,Europe
Japan,2020-02-21,105,1,22,Tokyo,Asia
Lebanon,2020-02-21,1,0,0,Beirut,Asia
China,2020-02-21,75472,2236,18693,Beijing,Asia
Malaysia,2020-02-21,22,0,15,Kuala Lumpur,Asia
Nepal,2020-02-21,1,0,1,Kathmandu,Asia
Philippines,2020-02-21,3,1,1,Manila,Asia
Russia,2020-02-21,2,0,2,Moscow,Europe
Singapore,2020-02-21,85,0,37,Singapore,Asia
South Korea,2020-02-21,204,2,16,Seoul,Asia
Spain,2020-02-21,2,0,2,Madrid,Europe
Sri Lanka,2020-02-21,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-02-21,1,0,0,Stockholm,Europe
Taiwan,2020-02-21,26,1,2,Taipei,Asia
Thailand,2020-02-21,35,0,17,Bangkok,Asia
United Kingdom,2020-02-21,9,0,8,London,Europe
United Arab Emirates,2020-02-21,9,0,4,Abu Dhabi,Asia
Vietnam,2020-02-21,16,0,14,Hanoi,Asia
Australia,2020-02-22,22,0,11,Canberra,Oceania
Belgium,2020-02-22,1,0,1,Brussels,Europe
Cambodia,2020-02-22,1,0,1,Phnom Penh,Asia
Canada,2020-02-22,9,0,3,Ottawa,America
Egypt,2020-02-22,1,0,0,Cairo,Africa
Finland,2020-02-22,1,0,1,Helsinki,Europe
France,2020-02-22,12,1,4,Paris,Europe
Germany,2020-02-22,16,0,14,Berlin,Europe
India,2020-02-22,3,0,3,New Delhi,Asia
Iran,2020-02-22,28,5,0,Tehran,Asia
Israel,2020-02-22,1,0,0,Jerusalem,Asia
Italy,2020-02-22,62,2,1,Italian,Europe
Japan,2020-02-22,122,1,22,Tokyo,Asia
Lebanon,2020-02-22,1,0,0,Beirut,Asia
China,2020-02-22,76922,2441,22687,Beijing,Asia
Malaysia,2020-02-22,22,0,15,Kuala Lumpur,Asia
Nepal,2020-02-22,1,0,1,Kathmandu,Asia
Philippines,2020-02-22,3,1,1,Manila,Asia
Russia,2020-02-22,2,0,2,Moscow,Europe
Singapore,2020-02-22,85,0,37,Singapore,Asia
South Korea,2020-02-22,433,2,16,Seoul,Asia
Spain,2020-02-22,2,0,2,Madrid,Europe
Sri Lanka,2020-02-22,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-02-22,1,0,0,Stockholm,Europe
Taiwan,2020-02-22,26,1,2,Taipei,Asia
Thailand,2020-02-22,35,0,17,Bangkok,Asia
United Kingdom,2020-02-22,9,0,8,London,Europe
United Arab Emirates,2020-02-22,13,0,4,Abu Dhabi,Asia
Vietnam,2020-02-22,16,0,14,Hanoi,Asia
Australia,2020-02-23,22,0,11,Canberra,Oceania
Belgium,2020-02-23,1,0,1,Brussels,Europe
Cambodia,2020-02-23,1,0,1,Phnom Penh,Asia
Canada,2020-02-23,9,0,3,Ottawa,America
Egypt,2020-02-23,1,0,0,Cairo,Africa
Finland,2020-02-23,1,0,1,Helsinki,Europe
France,2020-02-23,12,1,4,Paris,Europe
Germany,2020-02-23,16,0,14,Berlin,Europe
India,2020-02-23,3,0,3,New Delhi,Asia
Iran,2020-02-23,43,8,0,Tehran,Asia
Iraq,2020-02-23,0,0,0,Baghdad,Asia
Israel,2020-02-23,1,0,0,Jerusalem,Asia
Italy,2020-02-23,155,3,2,Italian,Europe
Japan,2020-02-23,147,1,22,Tokyo,Asia
Lebanon,2020-02-23,1,0,0,Beirut,Asia
China,2020-02-23,76938,2443,23170,Beijing,Asia
Malaysia,2020-02-23,22,0,15,Kuala Lumpur,Asia
Nepal,2020-02-23,1,0,1,Kathmandu,Asia
Philippines,2020-02-23,3,1,1,Manila,Asia
Russia,2020-02-23,2,0,2,Moscow,Europe
Singapore,2020-02-23,89,0,51,Singapore,Asia
South Korea,2020-02-23,602,6,18,Seoul,Asia
Spain,2020-02-23,2,0,2,Madrid,Europe
Sri Lanka,2020-02-23,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-02-23,1,0,0,Stockholm,Europe
Taiwan,2020-02-23,28,1,2,Taipei,Asia
Thailand,2020-02-23,35,0,21,Bangkok,Asia
United Kingdom,2020-02-23,9,0,8,London,Europe
United Arab Emirates,2020-02-23,13,0,4,Abu Dhabi,Asia
Vietnam,2020-02-23,16,0,14,Hanoi,Asia
Afghanistan,2020-02-24,1,0,0,Kabul,Asia
Australia,2020-02-24,22,0,11,Canberra,Oceania
Bahrain,2020-02-24,1,0,0,Manama,Asia
Belgium,2020-02-24,1,0,1,Brussels,Europe
Cambodia,2020-02-24,1,0,1,Phnom Penh,Asia
Canada,2020-02-24,10,0,3,Ottawa,America
Egypt,2020-02-24,1,0,0,Cairo,Africa
Finland,2020-02-24,1,0,1,Helsinki,Europe
France,2020-02-24,12,1,4,Paris,Europe
Germany,2020-02-24,16,0,14,Berlin,Europe
India,2020-02-24,3,0,3,New Delhi,Asia
Iran,2020-02-24,61,12,0,Tehran,Asia
Iraq,2020-02-24,1,0,0,Baghdad,Asia
Israel,2020-02-24,1,0,0,Jerusalem,Asia
Italy,2020-02-24,229,7,1,Italian,Europe
Japan,2020-02-24,159,1,22,Tokyo,Asia
Kuwait,2020-02-24,1,0,0,Kuwait City,Asia
Lebanon,2020-02-24,1,0,0,Beirut,Asia
China,2020-02-24,77152,2593,24990,Beijing,Asia
Malaysia,2020-02-24,22,0,18,Kuala Lumpur,Asia
Nepal,2020-02-24,1,0,1,Kathmandu,Asia
Oman,2020-02-24,2,0,0,Muscat,Asia
Philippines,2020-02-24,3,1,1,Manila,Asia
Russia,2020-02-24,2,0,2,Moscow,Europe
Singapore,2020-02-24,89,0,51,Singapore,Asia
South Korea,2020-02-24,833,8,18,Seoul,Asia
Spain,2020-02-24,2,0,2,Madrid,Europe
Sri Lanka,2020-02-24,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-02-24,1,0,0,Stockholm,Europe
Taiwan,2020-02-24,30,1,5,Taipei,Asia
Thailand,2020-02-24,35,0,21,Bangkok,Asia
United Kingdom,2020-02-24,13,0,8,London,Europe
United Arab Emirates,2020-02-24,13,0,4,Abu Dhabi,Asia
Vietnam,2020-02-24,16,0,14,Hanoi,Asia
Afghanistan,2020-02-25,1,0,0,Kabul,Asia
Algeria,2020-02-25,1,0,0,Algiers,Africa
Australia,2020-02-25,22,0,11,Canberra,Oceania
Austria,2020-02-25,2,0,0,Vienna,Europe
Bahrain,2020-02-25,23,0,0,Manama,Asia
Belgium,2020-02-25,1,0,1,Brussels,Europe
Cambodia,2020-02-25,1,0,1,Phnom Penh,Asia
Canada,2020-02-25,11,0,3,Ottawa,America
Croatia,2020-02-25,1,0,0,Zagreb,Europe
Egypt,2020-02-25,1,0,0,Cairo,Africa
Finland,2020-02-25,1,0,1,Helsinki,Europe
France,2020-02-25,14,1,11,Paris,Europe
Germany,2020-02-25,17,0,14,Berlin,Europe
India,2020-02-25,3,0,3,New Delhi,Asia
Iran,2020-02-25,95,16,0,Tehran,Asia
Iraq,2020-02-25,1,0,0,Baghdad,Asia
Israel,2020-02-25,1,0,0,Jerusalem,Asia
Italy,2020-02-25,322,10,1,Italian,Europe
Japan,2020-02-25,170,1,22,Tokyo,Asia
Kuwait,2020-02-25,11,0,0,Kuwait City,Asia
Lebanon,2020-02-25,1,0,0,Beirut,Asia
China,2020-02-25,77660,2663,27650,Beijing,Asia
Malaysia,2020-02-25,22,0,18,Kuala Lumpur,Asia
Nepal,2020-02-25,1,0,1,Kathmandu,Asia
Oman,2020-02-25,2,0,0,Muscat,Asia
Philippines,2020-02-25,3,1,1,Manila,Asia
Russia,2020-02-25,2,0,2,Moscow,Europe
Singapore,2020-02-25,91,0,53,Singapore,Asia
South Korea,2020-02-25,977,10,22,Seoul,Asia
Spain,2020-02-25,6,0,2,Madrid,Europe
Sri Lanka,2020-02-25,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-02-25,1,0,0,Stockholm,Europe
Switzerland,2020-02-25,1,0,0,Bern,Europe
Taiwan,2020-02-25,31,1,5,Taipei,Asia
Thailand,2020-02-25,37,0,22,Bangkok,Asia
United Kingdom,2020-02-25,13,0,8,London,Europe
United Arab Emirates,2020-02-25,13,0,4,Abu Dhabi,Asia
Vietnam,2020-02-25,16,0,16,Hanoi,Asia
Afghanistan,2020-02-26,1,0,0,Kabul,Asia
Algeria,2020-02-26,1,0,0,Algiers,Africa
Australia,2020-02-26,22,0,11,Canberra,Oceania
Austria,2020-02-26,2,0,0,Vienna,Europe
Bahrain,2020-02-26,33,0,0,Manama,Asia
Belgium,2020-02-26,1,0,1,Brussels,Europe
Brazil,2020-02-26,1,0,0,Brasilia,America
Cambodia,2020-02-26,1,0,1,Phnom Penh,Asia
Canada,2020-02-26,11,0,3,Ottawa,America
Croatia,2020-02-26,3,0,0,Zagreb,Europe
Egypt,2020-02-26,1,0,0,Cairo,Africa
Finland,2020-02-26,2,0,1,Helsinki,Europe
France,2020-02-26,18,2,11,Paris,Europe
Georgia,2020-02-26,1,0,0,Tbilisi,Asia
Germany,2020-02-26,27,0,15,Berlin,Europe
Greece,2020-02-26,1,0,0,Athens,Europe
India,2020-02-26,3,0,3,New Delhi,Asia
Iran,2020-02-26,139,19,49,Tehran,Asia
Iraq,2020-02-26,5,0,0,Baghdad,Asia
Israel,2020-02-26,2,0,0,Jerusalem,Asia
Italy,2020-02-26,453,12,3,Italian,Europe
Japan,2020-02-26,189,2,22,Tokyo,Asia
Kuwait,2020-02-26,26,0,0,Kuwait City,Asia
Lebanon,2020-02-26,2,0,0,Beirut,Asia
China,2020-02-26,78065,2715,30053,Beijing,Asia
Malaysia,2020-02-26,22,0,18,Kuala Lumpur,Asia
Nepal,2020-02-26,1,0,1,Kathmandu,Asia
North Macedonia,2020-02-26,1,0,0,Skopje,Europe
Norway,2020-02-26,1,0,0,Oslo,Europe
Oman,2020-02-26,4,0,0,Muscat,Asia
Pakistan,2020-02-26,2,0,0,Islamabad,Asia
Philippines,2020-02-26,3,1,1,Manila,Asia
Romania,2020-02-26,1,0,0,Bucharest,Europe
Russia,2020-02-26,2,0,2,Moscow,Europe
Singapore,2020-02-26,93,0,62,Singapore,Asia
South Korea,2020-02-26,1261,12,22,Seoul,Asia
Spain,2020-02-26,13,0,2,Madrid,Europe
Sri Lanka,2020-02-26,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-02-26,2,0,0,Stockholm,Europe
Switzerland,2020-02-26,1,0,0,Bern,Europe
Taiwan,2020-02-26,32,1,5,Taipei,Asia
Thailand,2020-02-26,40,0,22,Bangkok,Asia
United Kingdom,2020-02-26,13,0,8,London,Europe
United Arab Emirates,2020-02-26,13,0,4,Abu Dhabi,Asia
Vietnam,2020-02-26,16,0,16,Hanoi,Asia
Afghanistan,2020-02-27,1,0,0,Kabul,Asia
Algeria,2020-02-27,1,0,0,Algiers,Africa
Australia,2020-02-27,23,0,11,Canberra,Oceania
Austria,2020-02-27,3,0,0,Vienna,Europe
Bahrain,2020-02-27,33,0,0,Manama,Asia
Belgium,2020-02-27,1,0,1,Brussels,Europe
Brazil,2020-02-27,1,0,0,Brasilia,America
Cambodia,2020-02-27,1,0,1,Phnom Penh,Asia
Canada,2020-02-27,13,0,6,Ottawa,America
Croatia,2020-02-27,3,0,0,Zagreb,Europe
Denmark,2020-02-27,1,0,0,Copenagen,Europe
Egypt,2020-02-27,1,0,0,Cairo,Africa
Estonia,2020-02-27,1,0,0,Tallinn,Europe
Finland,2020-02-27,2,0,1,Helsinki,Europe
France,2020-02-27,38,2,11,Paris,Europe
Georgia,2020-02-27,1,0,0,Tbilisi,Asia
Germany,2020-02-27,46,0,16,Berlin,Europe
Greece,2020-02-27,3,0,0,Athens,Europe
India,2020-02-27,3,0,3,New Delhi,Asia
Iran,2020-02-27,245,26,49,Tehran,Asia
Iraq,2020-02-27,7,0,0,Baghdad,Asia
Israel,2020-02-27,3,0,1,Jerusalem,Asia
Italy,2020-02-27,655,17,45,Italian,Europe
Japan,2020-02-27,214,4,22,Tokyo,Asia
Kuwait,2020-02-27,43,0,0,Kuwait City,Asia
Lebanon,2020-02-27,2,0,0,Beirut,Asia
China,2020-02-27,78498,2744,32898,Beijing,Asia
Malaysia,2020-02-27,23,0,18,Kuala Lumpur,Asia
Nepal,2020-02-27,1,0,1,Kathmandu,Asia
Netherlands,2020-02-27,1,0,0,Amsterdam,Europe
North Macedonia,2020-02-27,1,0,0,Skopje,Europe
Norway,2020-02-27,1,0,0,Oslo,Europe
Oman,2020-02-27,4,0,0,Muscat,Asia
Pakistan,2020-02-27,2,0,0,Islamabad,Asia
Philippines,2020-02-27,3,1,1,Manila,Asia
Romania,2020-02-27,1,0,0,Bucharest,Europe
Russia,2020-02-27,2,0,2,Moscow,Europe
San Marino,2020-02-27,1,0,0,San Marino,Europe
Singapore,2020-02-27,93,0,62,Singapore,Asia
South Korea,2020-02-27,1766,13,22,Seoul,Asia
Spain,2020-02-27,15,0,2,Madrid,Europe
Sri Lanka,2020-02-27,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-02-27,7,0,0,Stockholm,Europe
Switzerland,2020-02-27,8,0,0,Bern,Europe
Taiwan,2020-02-27,32,1,5,Taipei,Asia
Thailand,2020-02-27,40,0,22,Bangkok,Asia
United Kingdom,2020-02-27,15,0,8,London,Europe
United Arab Emirates,2020-02-27,13,0,4,Abu Dhabi,Asia
Vietnam,2020-02-27,16,0,16,Hanoi,Asia
Afghanistan,2020-02-28,1,0,0,Kabul,Asia
Algeria,2020-02-28,1,0,0,Algiers,Africa
Australia,2020-02-28,23,0,11,Canberra,Oceania
Austria,2020-02-28,3,0,0,Vienna,Europe
Azerbaijan,2020-02-28,1,0,0,Baku,Asia
Bahrain,2020-02-28,36,0,0,Manama,Asia
Belarus,2020-02-28,1,0,0,Minsk,Europe
Belgium,2020-02-28,1,0,1,Brussels,Europe
Brazil,2020-02-28,1,0,0,Brasilia,America
Cambodia,2020-02-28,1,0,1,Phnom Penh,Asia
Canada,2020-02-28,14,0,6,Ottawa,America
Croatia,2020-02-28,5,0,0,Zagreb,Europe
Denmark,2020-02-28,1,0,0,Copenagen,Europe
Egypt,2020-02-28,1,0,1,Cairo,Africa
Estonia,2020-02-28,1,0,0,Tallinn,Europe
Finland,2020-02-28,2,0,1,Helsinki,Europe
France,2020-02-28,57,2,11,Paris,Europe
Georgia,2020-02-28,1,0,0,Tbilisi,Asia
Germany,2020-02-28,48,0,16,Berlin,Europe
Greece,2020-02-28,4,0,0,Athens,Europe
Iceland,2020-02-28,1,0,0,Reykjaík,Europe
India,2020-02-28,3,0,3,New Delhi,Asia
Iran,2020-02-28,388,34,73,Tehran,Asia
Iraq,2020-02-28,7,0,0,Baghdad,Asia
Israel,2020-02-28,4,0,1,Jerusalem,Asia
Italy,2020-02-28,888,21,46,Italian,Europe
Japan,2020-02-28,228,4,22,Tokyo,Asia
Kuwait,2020-02-28,45,0,0,Kuwait City,Asia
Lebanon,2020-02-28,2,0,0,Beirut,Asia
Lithuania,2020-02-28,1,0,0,Vilnius,Europe
China,2020-02-28,78824,2788,36291,Beijing,Asia
Malaysia,2020-02-28,23,0,18,Kuala Lumpur,Asia
Mexico,2020-02-28,1,0,0,Mexico City,America
Nepal,2020-02-28,1,0,1,Kathmandu,Asia
Netherlands,2020-02-28,1,0,0,Amsterdam,Europe
New Zealand,2020-02-28,1,0,0,Wellington,Oceania
Nigeria,2020-02-28,1,0,0,Abuja,Africa
North Macedonia,2020-02-28,1,0,0,Skopje,Europe
Norway,2020-02-28,6,0,0,Oslo,Europe
Oman,2020-02-28,4,0,0,Muscat,Asia
Pakistan,2020-02-28,2,0,0,Islamabad,Asia
Philippines,2020-02-28,3,1,1,Manila,Asia
Romania,2020-02-28,3,0,0,Bucharest,Europe
Russia,2020-02-28,2,0,2,Moscow,Europe
San Marino,2020-02-28,1,0,0,San Marino,Europe
Singapore,2020-02-28,93,0,62,Singapore,Asia
South Korea,2020-02-28,2337,13,22,Seoul,Asia
Spain,2020-02-28,32,0,2,Madrid,Europe
Sri Lanka,2020-02-28,1,0,1,Sri Jayawardenapura Kotte,Asia
Sweden,2020-02-28,7,0,0,Stockholm,Europe
Switzerland,2020-02-28,8,0,0,Bern,Europe
Taiwan,2020-02-28,34,1,6,Taipei,Asia
Thailand,2020-02-28,41,0,28,Bangkok,Asia
United Kingdom,2020-02-28,20,0,8,London,Europe
United Arab Emirates,2020-02-28,19,0,5,Abu Dhabi,Asia
Vietnam,2020-02-28,16,0,16,Hanoi,Asia
Afghanistan,2020-02-29,1,0,0,Kabul,Asia
Algeria,2020-02-29,1,0,0,Algiers,Africa
Australia,2020-02-29,25,0,11,Canberra,Oceania
Austria,2020-02-29,9,0,0,Vienna,Europe
Bahrain,2020-02-29,41,0,0,Manama,Asia
Belarus,2020-02-29,1,0,0,Minsk,Europe
Belgium,2020-02-29,1,0,1,Brussels,Europe
Brazil,2020-02-29,2,0,0,Brasilia,America
Cambodia,2020-02-29,1,0,1,Phnom Penh,Asia
Canada,2020-02-29,20,0,6,Ottawa,America
Croatia,2020-02-29,6,0,0,Zagreb,Europe
Denmark,2020-02-29,3,0,0,Copenagen,Europe
Egypt,2020-02-29,1,0,1,Cairo,Africa
Estonia,2020-02-29,1,0,0,Tallinn,Europe
Finland,2020-02-29,3,0,1,Helsinki,Europe
France,2020-02-29,100,2,12,Paris,Europe
Georgia,2020-02-29,1,0,0,Tbilisi,Asia
Germany,2020-02-29,79,0,16,Berlin,Europe
Greece,2020-02-29,4,0,0,Athens,Europe
Iceland,2020-02-29,1,0,0,Reykjaík,Europe
India,2020-02-29,3,0,3,New Delhi,Asia
Iran,2020-02-29,593,43,123,Tehran,Asia
Iraq,2020-02-29,13,0,0,Baghdad,Asia
Ireland,2020-02-29,1,0,0,Dublin,Europe
Israel,2020-02-29,7,0,1,Jerusalem,Asia
Italy,2020-02-29,1128,29,46,Italian,Europe
Japan,2020-02-29,241,5,32,Tokyo,Asia
Kuwait,2020-02-29,45,0,0,Kuwait City,Asia
Lebanon,2020-02-29,4,0,0,Beirut,Asia
Lithuania,2020-02-29,1,0,0,Vilnius,Europe
Luxembourg,2020-02-29,1,0,0,Luxembourg,Europe
China,2020-02-29,79251,2835,39279,Beijing,Asia
Malaysia,2020-02-29,25,0,18,Kuala Lumpur,Asia
Mexico,2020-02-29,4,0,0,Mexico City,America
Monaco,2020-02-29,1,0,0,Monaco,Europe
Nepal,2020-02-29,1,0,1,Kathmandu,Asia
Netherlands,2020-02-29,6,0,0,Amsterdam,Europe
New Zealand,2020-02-29,1,0,0,Wellington,Oceania
Nigeria,2020-02-29,1,0,0,Abuja,Africa
North Macedonia,2020-02-29,1,0,0,Skopje,Europe
Norway,2020-02-29,15,0,0,Oslo,Europe
Oman,2020-02-29,6,0,1,Muscat,Asia
Pakistan,2020-02-29,4,0,0,Islamabad,Asia
